"メーカーコード","メーカー名","車種コード","車種名","グレードID","グレード名","駆動方式","車両本体価格(税抜き)","認定型式","ミッション区分","積載量(kg)","乗車定員","燃料区分","排気量(cc)","車検サイクル[初回](年)","車検サイクル[2回目以降](年)","代表車種グレード(1=代表車種)","＊調達価格＊","＊登録法定費用＊","＊登録代行費用＊","＊資金管理料金＊","＊メンテナンス区分＊","＊区分状態(0=未確定、1=確定)＊"
"5","マツダ","25","デミオ","63740","ＸＤ　ツーリング　Ｌパッケージ","４ＷＤ","2030000","LDA-DJ5AS","AT","-","5","軽油","1498","3","2","0","0","0","0","0","2A-D","0"
"5","マツダ","28","プレマシー","5840","２０Ｓ","４ＷＤ","2240000","DBA-CWEAW","AT","-","7","無鉛レギュラーガソリン","1998","3","2","0","0","0","0","0","2C","1"
"5","マツダ","28","プレマシー","8156","２０Ｃ－ＳＫＹＡＣＴＩＶ","ＦＦ","1860000","DBA-CWFFW","AT","-","7","無鉛レギュラーガソリン","1997","3","2","1","0","0","0","0","2C","1"
"5","マツダ","28","プレマシー","8157","２０Ｓ－ＳＫＹＡＣＴＩＶ","ＦＦ","2100000","DBA-CWFFW","AT","-","7","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","28","プレマシー","8158","２０Ｓ－ＳＫＹＡＣＴＩＶ　Ｌパッケージ","ＦＦ","2240000","DBA-CWFFW","AT","-","7","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","28","プレマシー","8159","２０Ｃ","４ＷＤ","2000000","DBA-CWEAW","AT","-","7","無鉛レギュラーガソリン","1998","3","2","1","0","0","0","0","2C","1"
"5","マツダ","28","プレマシー","9556","２０Ｓ－ＳＫＹＡＣＴＩＶ　ＣＥＬＥＢＬＥ","ＦＦ","2165000","DBA-CWFFW","AT","-","7","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","49","ロードスター","1498","ＲＳ","ＦＲ","2500000","DBA-NCEC","MT","-","2","無鉛プレミアムガソリン","1998","3","2","0","0","0","0","0","2C","1"
"5","マツダ","49","ロードスター","1499","ＲＳ　ＲＨＴ","ＦＲ","2740000","DBA-NCEC","MT","-","2","無鉛プレミアムガソリン","1998","3","2","1","0","0","0","0","2C","1"
"5","マツダ","49","ロードスター","1501","Ｓ　ＲＨＴ","ＦＲ","2600000","DBA-NCEC","AT","-","2","無鉛プレミアムガソリン","1998","3","2","0","0","0","0","0","2C","1"
"5","マツダ","49","ロードスター","1502","ＶＳ　ＲＨＴ","ＦＲ","2800000","DBA-NCEC","AT","-","2","無鉛プレミアムガソリン","1998","3","2","0","0","0","0","0","2C","1"
"5","マツダ","49","ロードスター","64571","Ｓ","ＦＲ","2310000","DBA-ND5RC","MT","-","2","無鉛プレミアムガソリン","1496","3","2","0","0","0","0","0","2B","0"
"5","マツダ","49","ロードスター","64572","Ｓ　スペシャルパッケージ","ＦＲ","2500000","DBA-ND5RC","MT","-","2","無鉛プレミアムガソリン","1496","3","2","0","0","0","0","0","2B","0"
"5","マツダ","49","ロードスター","64573","Ｓ　スペシャルパッケージ","ＦＲ","2600000","DBA-ND5RC","AT","-","2","無鉛プレミアムガソリン","1496","3","2","0","0","0","0","0","2B","0"
"5","マツダ","49","ロードスター","64574","Ｓ　レザーパッケージ","ＦＲ","2810000","DBA-ND5RC","MT","-","2","無鉛プレミアムガソリン","1496","3","2","0","0","0","0","0","2B","0"
"5","マツダ","49","ロードスター","64575","Ｓ　レザーパッケージ","ＦＲ","2910000","DBA-ND5RC","AT","-","2","無鉛プレミアムガソリン","1496","3","2","0","0","0","0","0","2B","0"
"5","マツダ","56","ファミリアバン","9607","ＤＸ","ＦＦ","1398000","DBF-BVY12","CVT","450","5","無鉛レギュラーガソリン","1498","2","1","1","0","0","0","0","3A","1"
"5","マツダ","56","ファミリアバン","9608","ＶＥ","ＦＦ","1434000","DBF-BVY12","CVT","450","5","無鉛レギュラーガソリン","1498","2","1","1","0","0","0","0","3A","1"
"5","マツダ","56","ファミリアバン","9609","ＤＸ","４ＷＤ","1595000","DBF-BVZNY12","AT","400","5","無鉛レギュラーガソリン","1597","2","1","0","0","0","0","0","3B","1"
"5","マツダ","56","ファミリアバン","9610","ＶＥ","４ＷＤ","1626000","DBF-BVZNY12","AT","400","5","無鉛レギュラーガソリン","1597","2","1","1","0","0","0","0","3B","1"
"5","マツダ","56","ファミリアバン","9611","ＧＸ","ＦＦ","1477000","DBF-BVY12","CVT","450","5","無鉛レギュラーガソリン","1498","2","1","0","0","0","0","0","3A","1"
"5","マツダ","56","ファミリアバン","9612","ＬＸ","ＦＦ","1610000","CBF-BVＪY12","AT","450","5","無鉛レギュラーガソリン","1797","2","1","0","0","0","0","0","3B","1"
"5","マツダ","56","ファミリアバン","9613","ＶＸ","ＦＦ","1784000","CBF-BVＪY12","AT","450","5","無鉛レギュラーガソリン","1797","2","1","0","0","0","0","0","3B","1"
"5","マツダ","56","ファミリアバン","9614","ＧＸ","４ＷＤ","1669000","DBF-BVZNY12","AT","400","5","無鉛レギュラーガソリン","1597","2","1","0","0","0","0","0","3B","1"
"5","マツダ","57","ボンゴバン","9639","ＤＸ　低床","ＦＲ","1781000","ABF-SKP2V","AT","750","5","無鉛レギュラーガソリン","1798","2","1","1","0","0","0","0","3B","1"
"5","マツダ","57","ボンゴバン","9640","ＤＸ　低床","４ＷＤ","2007000","ABF-SKP2M","AT","950","5","無鉛レギュラーガソリン","1798","2","1","1","0","0","0","0","3B","1"
"5","マツダ","59","スクラムトラック","9417","ＫＣ　エアコン・パワステ","ＦＲ","747000","EBD-DG16T","MT","350","2","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","1"
"5","マツダ","59","スクラムトラック","9418","ＫＣ　エアコン・パワステ","ＦＲ","823000","EBD-DG16T","AT","350","2","無鉛レギュラーガソリン","658","2","2","1","0","0","0","0","1C","1"
"5","マツダ","59","スクラムトラック","9419","ＫＣ　パワステ","４ＷＤ","807000","EBD-DG16T","MT","350","2","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","1"
"5","マツダ","59","スクラムトラック","9420","ＫＣ　エアコン・パワステ","４ＷＤ","885000","EBD-DG16T","MT","350","2","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","1"
"5","マツダ","59","スクラムトラック","9421","ＫＣ　エアコン・パワステ","４ＷＤ","961000","EBD-DG16T","AT","350","2","無鉛レギュラーガソリン","658","2","2","1","0","0","0","0","1C","1"
"5","マツダ","59","スクラムトラック","9422","ＫＸ","４ＷＤ","1116000","EBD-DG16T","AT","350","2","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","1"
"5","マツダ","59","スクラムトラック","9423","ＫＣ　パワステ　農繁仕様","４ＷＤ","832000","EBD-DG16T","MT","350","2","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","1"
"5","マツダ","67","アクセラ","8928","１５Ｃ","ＦＦ","1630000","DBA-BM5FP","AT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"5","マツダ","67","アクセラ","8929","１５Ｃ","ＦＦ","1630000","DBA-BM5FP","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","67","アクセラ","8930","１５Ｃ","４ＷＤ","1830000","DBA-BM5AP","AT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"5","マツダ","67","アクセラ","8931","１５Ｓ","ＦＦ","1780000","DBA-BM5FP","AT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","67","アクセラ","8932","１５Ｓ","ＦＦ","1780000","DBA-BM5FP","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","67","アクセラ","8933","１５Ｓ","４ＷＤ","1980000","DBA-BM5AP","AT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","67","アクセラ","63608","１５Ｓ　ツーリング","ＦＦ","1980000","DBA-BM5FP","AT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","67","アクセラ","63609","１５Ｓ　ツーリング","ＦＦ","1980000","DBA-BM5FP","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","68","アクセラスポーツ","8917","１５Ｃ","ＦＦ","1630000","DBA-BM5FS","AT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"5","マツダ","68","アクセラスポーツ","8918","１５Ｃ","ＦＦ","1630000","DBA-BM5FS","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","68","アクセラスポーツ","8919","１５Ｃ","４ＷＤ","1830000","DBA-BM5AS","AT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","68","アクセラスポーツ","8920","１５Ｓ","ＦＦ","1780000","DBA-BM5FS","AT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"5","マツダ","68","アクセラスポーツ","8921","１５Ｓ","ＦＦ","1780000","DBA-BM5FS","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","68","アクセラスポーツ","8922","１５Ｓ","４ＷＤ","1980000","DBA-BM5AS","AT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"5","マツダ","68","アクセラスポーツ","8923","２０Ｓ","ＦＦ","2110000","DBA-BMEFS","AT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","68","アクセラスポーツ","8924","２０Ｓ　ツーリング","ＦＦ","2250000","DBA-BMEFS","AT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","68","アクセラスポーツ","8925","２０Ｓ　ツーリング　Ｌパッケージ","ＦＦ","2370000","DBA-BMEFS","AT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","68","アクセラスポーツ","8926","ＸＤ","ＦＦ","2840000","LDA-BM2FS","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","1"
"5","マツダ","68","アクセラスポーツ","8927","ＸＤ","ＦＦ","2840000","LDA-BM2FS","MT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","1"
"5","マツダ","68","アクセラスポーツ","9939","２０Ｓ","ＦＦ","2110000","DBA-BMEFS","MT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","68","アクセラスポーツ","9940","２０Ｓ　ツーリング","ＦＦ","2250000","DBA-BMEFS","MT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","68","アクセラスポーツ","9941","２０Ｓ　ツーリング　Ｌパッケージ","ＦＦ","2370000","DBA-BMEFS","MT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","68","アクセラスポーツ","63606","１５Ｓ　ツーリング","ＦＦ","1980000","DBA-BM5FS","AT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","68","アクセラスポーツ","63607","１５Ｓ　ツーリング","ＦＦ","1980000","DBA-BM5FS","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"5","マツダ","126","スクラムバン","64525","ＰＡ　ＨＲ","ＦＲ","855000","HBD-DG17V","MT","350","4","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","0"
"5","マツダ","126","スクラムバン","64526","ＰＡ　ＨＲ","ＦＲ","925000","HBD-DG17V","AT","350","4","無鉛レギュラーガソリン","658","2","2","1","0","0","0","0","1C","0"
"5","マツダ","126","スクラムバン","64527","４ＷＤ　ＰＡ　ＨＲ","４ＷＤ","975000","HBD-DG17V","MT","350","4","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","0"
"5","マツダ","126","スクラムバン","64528","ＰＣ　ＨＲ","ＦＲ","938000","HBD-DG17V","MT","350","4","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","0"
"5","マツダ","126","スクラムバン","64529","ＰＣ　ＨＲ","ＦＲ","1053000","HBD-DG17V","AT","350","4","無鉛レギュラーガソリン","658","2","2","1","0","0","0","0","1C","0"
"5","マツダ","126","スクラムバン","64530","４ＷＤ　ＰＣ　ＨＲ","４ＷＤ","1058000","HBD-DG17V","MT","350","4","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","0"
"5","マツダ","126","スクラムバン","64531","４ＷＤ　ＰＣ　ＨＲ","４ＷＤ","1173000","HBD-DG17V","AT","350","4","無鉛レギュラーガソリン","658","2","2","1","0","0","0","0","1C","0"
"5","マツダ","126","スクラムバン","64532","バスター　ＨＲ","ＦＲ","1018000","HBD-DG17V","MT","350","4","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","0"
"5","マツダ","126","スクラムバン","64533","４ＷＤ　バスター","４ＷＤ","1138000","HBD-DG17V","MT","350","4","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","0"
"5","マツダ","126","スクラムバン","64534","バスター　ＨＲ","ＦＲ","1128000","HBD-DG17V","AT","350","4","無鉛レギュラーガソリン","658","2","2","0","0","0","0","0","1C","0"
"5","マツダ","131","ベリーサ","1574","Ｃ","４ＷＤ","1666000","DBA-DC5R","AT","-","5","無鉛レギュラーガソリン","1498","3","2","0","0","0","0","0","2B","1"
"5","マツダ","131","ベリーサ","1575","Ｌ","４ＷＤ","1786000","DBA-DC5R","AT","-","5","無鉛レギュラーガソリン","1498","3","2","1","0","0","0","0","2B","1"
"5","マツダ","131","ベリーサ","1576","Ｃ","ＦＦ","1486000","DBA-DC5W","AT","-","5","無鉛レギュラーガソリン","1498","3","2","1","0","0","0","0","2B","1"
"5","マツダ","131","ベリーサ","1577","Ｌ","ＦＦ","1606000","DBA-DC5W","AT","-","5","無鉛レギュラーガソリン","1498","3","2","1","0","0","0","0","2B","1"
"5","マツダ","131","ベリーサ","9142","マゼンタ　セレクション","ＦＦ","1696000","DBA-DC5W","AT","-","5","無鉛レギュラーガソリン","1498","3","2","0","0","0","0","0","2B","1"
"5","マツダ","139","ビアンテ","8399","２０Ｃ　スカイアクティブ","ＦＦ","2170000","DBA-CCFFW","AT","-","8","無鉛レギュラーガソリン","1997","3","2","1","0","0","0","0","2C","1"
"5","マツダ","139","ビアンテ","8400","２０Ｓ　スカイアクティブ","ＦＦ","2375000","DBA-CCFFW","AT","-","8","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","1"
"5","マツダ","139","ビアンテ","8401","グランツ　スカイアクティブ","ＦＦ","2475000","DBA-CCFFW","AT","-","8","無鉛レギュラーガソリン","1997","3","2","1","0","0","0","0","2C","1"
"5","マツダ","139","ビアンテ","8402","２０Ｃ","４ＷＤ","2370000","DBA-CCEAW","AT","-","8","無鉛レギュラーガソリン","1998","3","2","1","0","0","0","0","2C","1"
"5","マツダ","139","ビアンテ","8403","グランツ","４ＷＤ","2695000","DBA-CCEAW","AT","-","8","無鉛レギュラーガソリン","1998","3","2","0","0","0","0","0","2C","1"
"5","マツダ","143","ＣＸ－５","7104","２０Ｓ","ＦＦ","2265000","DBA-KEEFW","AT","-","5","無鉛レギュラーガソリン","1997","3","2","1","0","0","0","0","2C","1"
"5","マツダ","143","ＣＸ－５","7106","ＸＤ","ＦＦ","2625000","LDA-KE2FW","AT","-","5","軽油","2188","3","2","1","0","0","0","0","2C-D","1"
"5","マツダ","143","ＣＸ－５","8738","２５Ｓ　Ｌパッケージ","ＦＦ","2660000","DBA-KE5FW","AT","-","5","無鉛レギュラーガソリン","2488","3","2","0","0","0","0","0","2E","1"
"5","マツダ","143","ＣＸ－５","8739","２５Ｓ","４ＷＤ","2475000","DBA-KE5AW","AT","-","5","無鉛レギュラーガソリン","2488","3","2","1","0","0","0","0","2E","1"
"5","マツダ","143","ＣＸ－５","63998","２０Ｓ　プロアクティブ","ＦＦ","2360000","DBA-KEEFW","AT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","0"
"5","マツダ","143","ＣＸ－５","63999","２５Ｓ　プロアクティブ","４ＷＤ","2570000","DBA-KE5AW","AT","-","5","無鉛レギュラーガソリン","2488","3","2","0","0","0","0","0","2E","0"
"5","マツダ","143","ＣＸ－５","64000","ＸＤ　プロアクティブ","ＦＦ","2720000","LDA-KE2FW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","143","ＣＸ－５","64001","ＸＤ　Ｌパッケージ","ＦＦ","3020000","LDA-KE2FW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","143","ＣＸ－５","64002","２５Ｓ　Ｌパッケージ　","４ＷＤ","2870000","DBA-KE5AW","AT","-","5","無鉛レギュラーガソリン","2488","3","2","0","0","0","0","0","2E","0"
"5","マツダ","143","ＣＸ－５","64003","ＸＤ　","４ＷＤ","2835000","LDA-KE2AW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","143","ＣＸ－５","64004","ＸＤ　プロアクティブ","４ＷＤ","2930000","LDA-KE2AW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","143","ＣＸ－５","64005","ＸＤ　Ｌパッケージ　","４ＷＤ","3230000","LDA-KE2AW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","144","フレアワゴン","8247","ＸＧ","ＦＦ","1245000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","144","フレアワゴン","8248","ＸＧ","４ＷＤ","1357000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","144","フレアワゴン","8249","ＸＳ","ＦＦ","1310000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","144","フレアワゴン","8250","ＸＳ","４ＷＤ","1422000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","144","フレアワゴン","63477","ＸＳ　リミテッド","ＦＦ","1405000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","144","フレアワゴン","63478","４ＷＤ　ＸＳ　リミテッド","４ＷＤ","1514000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","146","フレア","7793","ＸＧ","ＦＦ","1080000","DBA-MJ34S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","146","フレア","7795","ＸＧ","４ＷＤ","1192000","DBA-MJ34S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","146","フレア","8079","ＸＧ","ＦＦ","1070000","DBA-MJ34S","MT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","146","フレア","8080","ＸＧ","４ＷＤ","1179000","DBA-MJ34S","MT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","146","フレア","63661","２ＷＤ　ＨＳ","ＦＦ","1271000","DAA-MJ44S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A-H","1"
"5","マツダ","146","フレア","63662","４ＷＤ　ＨＳ","４ＷＤ","1383000","DAA-MJ44S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A-H","1"
"5","マツダ","147","フレア　カスタムスタイル","7798","ＸＴ","ＦＦ","1497000","DBA-MJ34S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","147","フレア　カスタムスタイル","7800","ＸＴ","４ＷＤ","1609000","DBA-MJ34S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","147","フレア　カスタムスタイル","63663","２ＷＤ　ＨＳ","ＦＦ","1353000","DAA-MJ44S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A-H","1"
"5","マツダ","147","フレア　カスタムスタイル","63664","４ＷＤ　ＨＳ","４ＷＤ","1465000","DAA-MJ44S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A-H","1"
"5","マツダ","149","アテンザ　ワゴン","7963","２０Ｓ","ＦＦ","2560000","DBA-GJEFW","AT","-","5","無鉛レギュラーガソリン","1997","3","2","1","0","0","0","0","2C","1"
"5","マツダ","149","アテンザ　ワゴン","7964","２５Ｓ　Ｌパッケージ","ＦＦ","3085000","DBA-GJ5FW","AT","-","5","無鉛レギュラーガソリン","2488","3","2","0","0","0","0","0","2E","1"
"5","マツダ","149","アテンザ　ワゴン","7965","ＸＤ","ＦＦ","2940000","LDA-GJ2FW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","1"
"5","マツダ","149","アテンザ　ワゴン","7966","ＸＤ","ＦＦ","2990000","LDA-GJ2FW","MT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","1"
"5","マツダ","149","アテンザ　ワゴン","7967","ＸＤ　Ｌパッケージ","ＦＦ","3465000","LDA-GJ2FW","AT","-","5","軽油","2188","3","2","1","0","0","0","0","2C-D","1"
"5","マツダ","149","アテンザ　ワゴン","8907","ＸＤ　Ｌパッケージ","ＦＦ","3465000","LDA-GJ2FW","MT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","1"
"5","マツダ","149","アテンザ　ワゴン","63989","２０Ｓ　プロアクティブ","ＦＦ","2655000","DBA-GJEFW","AT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C","0"
"5","マツダ","149","アテンザ　ワゴン","63990","ＸＤ　プロアクティブ","ＦＦ","3035000","LDA-GJ2FW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","149","アテンザ　ワゴン","63991","ＸＤ　プロアクティブ","ＦＦ","3085000","LDA-GJ2FW","MT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","149","アテンザ　ワゴン","63992","ＸＤ","４ＷＤ","3150000","LDA-GJ2AW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","149","アテンザ　ワゴン","63993","ＸＤ","４ＷＤ","3200000","LDA-GJ2AW","MT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","149","アテンザ　ワゴン","63994","ＸＤ　プロアクティブ","４ＷＤ","3245000","LDA-GJ2AW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","149","アテンザ　ワゴン","63995","ＸＤ　プロアクティブ","４ＷＤ","3295000","LDA-GJ2AW","MT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","149","アテンザ　ワゴン","63996","ＸＤ　Ｌパッケージ","４ＷＤ","3675000","LDA-GJ2AW","AT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","149","アテンザ　ワゴン","63997","ＸＤ　Ｌパッケージ","４ＷＤ","3675000","LDA-GJ2AW","MT","-","5","軽油","2188","3","2","0","0","0","0","0","2C-D","0"
"5","マツダ","150","フレアワゴン　カスタムスタイル","8479","ＸＳ","ＦＦ","1480000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","150","フレアワゴン　カスタムスタイル","8480","ＸＴ","ＦＦ","1600000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","150","フレアワゴン　カスタムスタイル","8496","ＸＳ","４ＷＤ","1592000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","150","フレアワゴン　カスタムスタイル","8497","ＸＴ","４ＷＤ","1712000","DBA-MM32S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","151","アクセラ　ハイブリッド","8934","Ｃ","ＦＦ","2290000","DAA-BYEFP","CVT","-","5","無鉛レギュラーガソリン","1997","3","2","1","0","0","0","0","2C-H","1"
"5","マツダ","151","アクセラ　ハイブリッド","8935","Ｓ","ＦＦ","2395000","DAA-BYEFP","CVT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C-H","1"
"5","マツダ","151","アクセラ　ハイブリッド","8936","Ｓ　Ｌパッケージ","ＦＦ","2605000","DAA-BYEFP","CVT","-","5","無鉛レギュラーガソリン","1997","3","2","0","0","0","0","0","2C-H","1"
"5","マツダ","152","フレアクロスオーバー","9737","ＸＧ","ＦＦ","1224000","DBA-MS31S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","152","フレアクロスオーバー","9738","４ＷＤ　ＸＧ","４ＷＤ","1341000","DBA-MS31S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","152","フレアクロスオーバー","9739","ＸＳ","ＦＦ","1334000","DBA-MS31S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","152","フレアクロスオーバー","9740","４ＷＤ　ＸＳ","４ＷＤ","1451000","DBA-MS31S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","1","0","0","0","0","1A","1"
"5","マツダ","152","フレアクロスオーバー","9741","ＸＴ","ＦＦ","1414000","DBA-MS31S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","152","フレアクロスオーバー","9742","４ＷＤ　ＸＴ","４ＷＤ","1531000","DBA-MS31S","CVT","-","4","無鉛レギュラーガソリン","658","3","2","0","0","0","0","0","1A","1"
"5","マツダ","154","ＣＸ－３","64507","ＸＤ","ＦＦ","2200000","LDA-DK5FW","AT","-","5","軽油","1498","3","2","1","0","0","0","0","2A-D","0"
"5","マツダ","154","ＣＸ－３","64508","ＸＤ","ＦＦ","2200000","LDA-DK5FW","MT","-","5","軽油","1498","3","2","0","0","0","0","0","2A-D","0"
"5","マツダ","154","ＣＸ－３","64509","ＸＤ","４ＷＤ","2400000","LDA-DK5AW","AT","-","5","軽油","1498","3","2","1","0","0","0","0","2A-D","0"
"5","マツダ","154","ＣＸ－３","64510","ＸＤ","４ＷＤ","2400000","LDA-DK5AW","MT","-","5","軽油","1498","3","2","0","0","0","0","0","2A-D","0"
"5","マツダ","154","ＣＸ－３","64511","ＸＤ　ツーリング","ＦＦ","2400000","LDA-DK5FW","AT","-","5","軽油","1498","3","2","1","0","0","0","0","2A-D","0"
"5","マツダ","154","ＣＸ－３","64512","ＸＤ　ツーリング","ＦＦ","2400000","LDA-DK5FW","MT","-","5","軽油","1498","3","2","0","0","0","0","0","2A-D","0"
"5","マツダ","154","ＣＸ－３","64513","ＸＤ　ツーリング","４ＷＤ","2610000","LDA-DK5AW","AT","-","5","軽油","1498","3","2","0","0","0","0","0","2A-D","0"
"5","マツダ","154","ＣＸ－３","64514","ＸＤ　ツーリング","４ＷＤ","2609259","LDA-DK5AW","MT","-","5","軽油","1498","3","2","0","0","0","0","0","2A-D","0"
