"メーカーコード","メーカー名","車種コード","車種名","グレードID","グレード名","駆動方式","車両本体価格(税抜き)","認定型式","ミッション区分","積載量(kg)","乗車定員","燃料区分","排気量(cc)","車検サイクル[初回](年)","車検サイクル[2回目以降](年)","代表車種グレード(1=代表車種)","＊調達価格＊","＊登録法定費用＊","＊登録代行費用＊","＊資金管理料金＊","＊メンテナンス区分＊","＊区分状態(0=未確定、1=確定)＊"
"1","トヨタ","1","ｂＢ","5","Ｓ","ＦＦ","1486364","CBA-QNC20","AT","-","5","無鉛レギュラーガソリン","1297","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","1","ｂＢ","12","Ｚ","ＦＦ","1577273","CBA-QNC21","AT","-","5","無鉛レギュラーガソリン","1495","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","1","ｂＢ","6902","Ｓ　煌","ＦＦ","1704545","CBA-QNC20","AT","-","5","無鉛レギュラーガソリン","1297","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","1","ｂＢ","6903","Ｚ　煌","ＦＦ","1795455","CBA-QNC21","AT","-","5","無鉛レギュラーガソリン","1495","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","2","イスト","25","１５０Ｇ","ＦＦ","1795238","DBA-NCP110","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","2","イスト","26","１５０Ｘ","ＦＦ","1690476","DBA-NCP110","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","2","イスト","28","１５０Ｇ","４ＷＤ","1995238","DBA-NCP115","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","2","イスト","29","１５０Ｘ","４ＷＤ","1890476","DBA-NCP115","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","2","イスト","5836","１５０Ｘ　Ｃパッケージ","ＦＦ","1557143","DBA-NCP110","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","2","イスト","5837","１５０Ｘ　Ｃパッケージ","４ＷＤ","1757143","DBA-NCP115","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","5","ＲＡＶ４","33","スタイル","４ＷＤ","2247619","DBA-ACA31W","CVT","-","5","無鉛レギュラーガソリン","2362","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","5","ＲＡＶ４","36","スタイル","ＦＦ","2047619","DBA-ACA36W","CVT","-","5","無鉛レギュラーガソリン","2362","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","5","ＲＡＶ４","8005","スタイル　Ｓパッケージ","ＦＦ","2190476","DBA-ACA36W","CVT","-","5","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","5","ＲＡＶ４","8006","スタイル　Ｓパッケージ","４ＷＤ","2390476","DBA-ACA31W","CVT","-","5","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","9","アリオン","37","Ａ１５","ＦＦ","1700909","DBA-NZT260","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","9","アリオン","38","Ａ１５　Ｇパッケージ","ＦＦ","1805455","DBA-NZT260","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","9","アリオン","41","Ａ１８","ＦＦ","1825455","DBA-ZRT260","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","9","アリオン","42","Ａ１８　Ｇパッケージ","ＦＦ","1930000","DBA-ZRT260","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","9","アリオン","46","Ａ２０","ＦＦ","2082727","DBA-ZRT261","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","9","アリオン","48","Ａ１８","４ＷＤ","2005455","DBA-ZRT265","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","9","アリオン","49","Ａ１８　Ｇパッケージ","４ＷＤ","2110000","DBA-ZRT265","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","9","アリオン","8007","Ａ２０　レザーパッケージ","ＦＦ","2582727","DBA-ZRT261","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","9","アリオン","8008","Ａ１８　Ｇプラスパッケージ","ＦＦ","2144545","DBA-ZRT260","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","9","アリオン","8009","Ａ１５　Ｇプラスパッケージ","ＦＦ","1939091","DBA-NZT260","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","9","アリオン","8010","Ａ１８　Ｇプラスパッケージ","４ＷＤ","2314545","DBA-ZRT265","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","12","アルファード","64334","Ｘ","ＦＦ","2960909","DBA-AGH30W","CVT","-","8","無鉛レギュラーガソリン","2493","3","2","1","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64335","Ｓ","ＦＦ","3313636","DBA-AGH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","1","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64336","Ｓ","ＦＦ","3275455","DBA-AGH30W","CVT","-","8","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64337","Ｓ　Ａパッケージ","ＦＦ","3476364","DBA-AGH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64338","Ｓ　Ｃパッケージ","ＦＦ","3864545","DBA-AGH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64339","Ｇ","ＦＦ","3699091","DBA-AGH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64340","Ｇ","ＦＦ","3660909","DBA-AGH30W","CVT","-","8","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64341","ＳＡ","ＦＦ","3838182","DBA-GGH30W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","0"
"1","トヨタ","12","アルファード","64342","ＳＡ　Ｃパッケージ","ＦＦ","4245455","DBA-GGH30W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","0"
"1","トヨタ","12","アルファード","64343","ＧＦ","ＦＦ","4483636","DBA-GGH30W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","0"
"1","トヨタ","12","アルファード","64344","エグゼクティブラウンジ","ＦＦ","6039091","DBA-GGH30W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","0"
"1","トヨタ","12","アルファード","64345","Ｘ","４ＷＤ","3192727","DBA-AGH35W","CVT","-","8","無鉛レギュラーガソリン","2493","3","2","1","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64346","Ｓ","４ＷＤ","3545455","DBA-AGH35W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64347","Ｓ","４ＷＤ","3507273","DBA-AGH35W","CVT","-","8","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64348","Ｓ　Ａパッケージ","４ＷＤ","3708182","DBA-AGH35W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64349","Ｓ　Ｃパッケージ","４ＷＤ","4096364","DBA-AGH35W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64350","Ｇ","４ＷＤ","3930909","DBA-AGH35W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64351","Ｇ","４ＷＤ","3892727","DBA-AGH35W","CVT","-","8","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E","0"
"1","トヨタ","12","アルファード","64352","ＳＡ","４ＷＤ","4018182","DBA-GGH35W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","0"
"1","トヨタ","12","アルファード","64353","ＳＡ　Ｃパッケージ","４ＷＤ","4425455","DBA-GGH35W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","0"
"1","トヨタ","12","アルファード","64354","ＧＦ","４ＷＤ","4663636","DBA-GGH35W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","0"
"1","トヨタ","12","アルファード","64355","エグゼクティブラウンジ","４ＷＤ","6219091","DBA-GGH35W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","0"
"1","トヨタ","15","ヴィッツ","97","Ｆ","４ＷＤ","1442727","DBA-NSP135","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","99","Ｕ","４ＷＤ","1672727","DBA-NSP135","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","103","Ｆ","ＦＦ","1197273","DBA-KSP130","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","15","ヴィッツ","111","ＲＳ","ＦＦ","1772727","DBA-NCP131","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","112","ＲＳ","ＦＦ","1695455","DBA-NCP131","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","113","Ｕ","ＦＦ","1610909","DBA-NCP131","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","115","Ｆ","ＦＦ","1342727","DBA-NSP130","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","118","Ｕ","ＦＦ","1572727","DBA-NSP130","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","6283","ジュエラ","ＦＦ","1264545","DBA-KSP130","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","15","ヴィッツ","6284","ジュエラ","ＦＦ","1477273","DBA-NSP130","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","6285","ジュエラ","４ＷＤ","1577273","DBA-NSP135","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","6287","Ｆ　Ｍパッケージ","ＦＦ","1070000","DBA-KSP130","CVT","-","5","無鉛レギュラーガソリン","996","3","2","1","0","0","0","0","2A","1"
"1","トヨタ","15","ヴィッツ","9912","Ｆ　スマートストップパッケージ","ＦＦ","1270909","DBA-KSP130","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","15","ヴィッツ","9913","Ｕ　スマートストップパッケージ","ＦＦ","1684545","DBA-NCP131","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","9914","ジュエラ　スマートストップパッケージ","ＦＦ","1338182","DBA-KSP130","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","15","ヴィッツ","9915","ＲＳ　スマートストップパッケージ","ＦＦ","1846364","DBA-NCP131","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","15","ヴィッツ","64603","Ｆ　スマートスタイル","ＦＦ","1240273","DBA-KSP130","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","0"
"1","トヨタ","15","ヴィッツ","64604","Ｆ　スマートスタイル","ＦＦ","1385727","DBA-NSP130","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","0"
"1","トヨタ","15","ヴィッツ","64605","Ｆ　スマートスタイル","４ＷＤ","1485727","DBA-NSP135","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","0"
"1","トヨタ","18","ヴォクシー","9647","ＺＳ","ＦＦ","2476190","DBA-ZRR80W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9648","ＺＳ","４ＷＤ","2656190","DBA-ZRR85W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9649","ＺＳ","ＦＦ","2447619","DBA-ZRR80W","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9650","ＺＳ","４ＷＤ","2627619","DBA-ZRR85W","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9651","Ｖ","ＦＦ","2476190","DBA-ZRR80G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9652","Ｖ","４ＷＤ","2666667","DBA-ZRR85G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9653","Ｖ","ＦＦ","2447619","DBA-ZRR80G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9654","Ｖ","４ＷＤ","2638095","DBA-ZRR85G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9655","Ｘ","ＦＦ","2285714","DBA-ZRR80G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9656","Ｘ","４ＷＤ","2476190","DBA-ZRR85G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9657","Ｘ","ＦＦ","2257143","DBA-ZRR80G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9658","Ｘ","４ＷＤ","2447619","DBA-ZRR85G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9659","Ｘ　Ｃパッケージ","ＦＦ","2104762","DBA-ZRR80G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9660","Ｘ　Ｃパッケージ","４ＷＤ","2295238","DBA-ZRR85G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9661","Ｘ　Ｃパッケージ","ＦＦ","2076190","DBA-ZRR80G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","9662","Ｘ　Ｃパッケージ","４ＷＤ","2266667","DBA-ZRR85G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","18","ヴォクシー","63972","ＺＳ　煌","ＦＦ","2551428","DBA-ZRR80W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","18","ヴォクシー","63973","ＺＳ　煌","４ＷＤ","2731428","DBA-ZRR85W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","18","ヴォクシー","63974","ＺＳ　煌","ＦＦ","2522857","DBA-ZRR80W","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","18","ヴォクシー","63975","ＺＳ　煌","４ＷＤ","2702857","DBA-ZRR85W","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","19","エスティマ","3033","Ｇ","４ＷＤ","3331818","DBA-ACR55W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","3035","Ｘ","４ＷＤ","2865455","DBA-ACR55W","CVT","-","8","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","3060","アエラス　レザーパッケージ","ＦＦ","3771818","DBA-GSR50W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","19","エスティマ","3061","アエラス","ＦＦ","3316364","DBA-GSR50W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","19","エスティマ","3062","アエラス","ＦＦ","3278182","DBA-GSR50W","AT","-","8","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","19","エスティマ","3081","Ｇ","ＦＦ","3535455","DBA-GSR50W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","19","エスティマ","3083","アエラス　レザーパッケージ","ＦＦ","3368182","DBA-ACR50W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","3084","アエラス","ＦＦ","2912727","DBA-ACR50W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","3085","アエラス","ＦＦ","2874545","DBA-ACR50W","CVT","-","8","無鉛レギュラーガソリン","2362","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","3087","Ｇ","ＦＦ","3131818","DBA-ACR50W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","3089","Ｘ","ＦＦ","2665455","DBA-ACR50W","CVT","-","8","無鉛レギュラーガソリン","2362","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","3091","アエラス　レザーパッケージ","４ＷＤ","3971818","DBA-GSR55W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","19","エスティマ","3092","アエラス","４ＷＤ","3516364","DBA-GSR55W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","19","エスティマ","3095","Ｇ","４ＷＤ","3735455","DBA-GSR55W","AT","-","7","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","19","エスティマ","3097","アエラス　レザーパッケージ","４ＷＤ","3388182","DBA-ACR55W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","3098","アエラス","４ＷＤ","3112727","DBA-ACR55W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","3099","アエラス","４ＷＤ","3074545","DBA-ACR55W","CVT","-","8","無鉛レギュラーガソリン","2362","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","8298","アエラス　プレミアムエディション","ＦＦ","2989091","DBA-ACR50W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","8299","アエラス　プレミアムエディション","４ＷＤ","3189091","DBA-ACR55W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","63668","アエラス　ベリーエディション","ＦＦ","3090909","DBA-ACR50W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","19","エスティマ","63669","アエラス　ベリーエディション","４ＷＤ","3290909","DBA-ACR55W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","38","カローラフィールダー","7249","１．５Ｘ","ＦＦ","1505455","DBA-NZE161G","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","38","カローラフィールダー","7250","１．５Ｘ","ＦＦ","1614545","DBA-NRE161G","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","38","カローラフィールダー","7251","１．５Ｘ","４ＷＤ","1745455","DBA-NZE164G","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","38","カローラフィールダー","7252","１．５Ｇ","ＦＦ","1670909","DBA-NZE161G","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","38","カローラフィールダー","7253","１．５Ｇ　エアロツアラー","ＦＦ","1732727","DBA-NZE161G","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","38","カローラフィールダー","7254","１．５Ｇ","ＦＦ","1780000","DBA-NRE161G","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","38","カローラフィールダー","7255","１．５Ｇ　エアロツアラー","ＦＦ","1841818","DBA-NRE161G","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","38","カローラフィールダー","7256","１．５Ｇ","４ＷＤ","1910909","DBA-NZE164G","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","38","カローラフィールダー","7258","１．８Ｓ","ＦＦ","2050000","DBA-ZRE162G","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","38","カローラフィールダー","64593","１．５Ｇ　ダブルバイビー","ＦＦ","1958182","DBA-NRE161G","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","0"
"1","トヨタ","38","カローラフィールダー","64594","１．５Ｇ　エアロツアラー","４ＷＤ","1972727","DBA-NZE164G","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","0"
"1","トヨタ","38","カローラフィールダー","64595","１．５Ｇ　ダブルバイビー","４ＷＤ","2074545","DBA-NZE164G","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","0"
"1","トヨタ","38","カローラフィールダー","64596","１．８Ｓ　ダブルバイビー","ＦＦ","2152727","DBA-ZRE162G","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","43","クラウン","239","アスリート","ＦＲ","3400000","DBA-GRS210","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","243","アスリート　ｉ－Ｆｏｕｒ","４ＷＤ","3619048","DBA-GRS211","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8059","アスリート　Ｇ","ＦＲ","5476190","DBA-GRS214","AT","-","5","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","43","クラウン","8060","アスリート　Ｓ","ＦＲ","4733333","DBA-GRS214","AT","-","5","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","43","クラウン","8061","アスリート　Ｇ","ＦＲ","4671364","DBA-GRS210","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8062","アスリート　Ｓ","ＦＲ","3933333","DBA-GRS210","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8066","アスリート　Ｇ　ｉ－Ｆｏｕｒ","４ＷＤ","4890455","DBA-GRS211","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8067","アスリート　Ｓ　ｉ－Ｆｏｕｒ","４ＷＤ","4152381","DBA-GRS211","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8068","ロイヤルサルーン　Ｇ","ＦＲ","4590476","DBA-GRS210","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8069","ロイヤルサルーン","ＦＲ","3895238","DBA-GRS210","AT","-","5","無鉛レギュラーガソリン","2499","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8070","ロイヤル","ＦＲ","3361905","DBA-GRS210","AT","-","5","無鉛レギュラーガソリン","2499","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8074","ロイヤルサルーン　Ｇ　ｉ－Ｆｏｕｒ","４ＷＤ","4809524","DBA-GRS211","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8075","ロイヤルサルーン　ｉ－Ｆｏｕｒ","４ＷＤ","4152381","DBA-GRS211","AT","-","5","無鉛レギュラーガソリン","2499","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","43","クラウン","8076","ロイヤル　ｉ－Ｆｏｕｒ","４ＷＤ","3619048","DBA-GRS211","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","65","センチュリー","264","フロアシフト","ＦＲ","11609524","DBA-GZG50","AT","-","5","無鉛プレミアムガソリン","4996","3","2","1","0","0","0","0","2G","1"
"1","トヨタ","65","センチュリー","265","コラムシフト","ＦＲ","11609524","DBA-GZG50","AT","-","5","無鉛プレミアムガソリン","4996","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","69","ノア","9667","Ｓｉ","ＦＦ","2476190","DBA-ZRR80W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9668","Ｓｉ","４ＷＤ","2656190","DBA-ZRR85W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9669","Ｓｉ","ＦＦ","2447619","DBA-ZRR80W","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9670","Ｓｉ","４ＷＤ","2627619","DBA-ZRR85W","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9671","Ｇ","ＦＦ","2476190","DBA-ZRR80G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9672","Ｇ","４ＷＤ","2666667","DBA-ZRR85G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
